key,source,target,Translation Notes,Outstanding issues
ST_Commu_MD/Title_Tours_0003_I_50_00,京都　ご当地の休日,Kyoto: Local Holiday,,
ST_Commu_MD/Title_Tours_0003_I_99_00,京都　アイドル大使・報告,Kyoto: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_A_01_00,西エリア　開始,Western Area Start,,
ST_Commu_MD/Title_Tours_0004_A_99_00,西エリア　終了,Western Area End,,
ST_Commu_MD/Title_Tours_0004_B_01_00,鳥取　アイドル大使・任命,Tottori: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_B_10_00,鳥取　ステージ前,Tottori: Stagefront,,
ST_Commu_MD/Title_Tours_0004_B_99_00,鳥取　アイドル大使・報告,Tottori: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_C_01_00,島根　アイドル大使・任命,Shimane: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_C_10_00,島根　ステージ前,Shimane: Stagefront,,
ST_Commu_MD/Title_Tours_0004_C_99_00,島根　アイドル大使・報告,Shimane: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_D_01_00,山口　アイドル大使・任命,Yamaguchi: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_D_10_00,山口　ステージ前,Yamaguchi: Stagefront,,
ST_Commu_MD/Title_Tours_0004_D_99_00,山口　アイドル大使・報告,Yamaguchi: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_E_01_00,広島　アイドル大使・任命,Hiroshima: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_E_10_00,広島　ステージ前,Hiroshima: Stagefront,,
ST_Commu_MD/Title_Tours_0004_E_50_00,広島　ご当地の休日,Hiroshima: Local Holiday,,
ST_Commu_MD/Title_Tours_0004_E_99_00,広島　アイドル大使・報告,Hiroshima: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_F_01_00,高知　アイドル大使・任命,Kochi: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_F_10_00,高知　ステージ前,Kochi: Stagefront,,
ST_Commu_MD/Title_Tours_0004_F_99_00,高知　アイドル大使・報告,Kochi: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_G_01_00,徳島　アイドル大使・任命,Tokushima: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_G_10_00,徳島　ステージ前,Tokushima: Stagefront,,
ST_Commu_MD/Title_Tours_0004_G_99_00,徳島　アイドル大使・報告,Tokushima: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_H_01_00,香川　アイドル大使・任命,Kagawa: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_H_10_00,香川　ステージ前,Kagawa: Stagefront,,
ST_Commu_MD/Title_Tours_0004_H_99_00,香川　アイドル大使・報告,Kagawa: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0004_I_01_00,愛媛　アイドル大使・任命,Ehime: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0004_I_10_00,愛媛　ステージ前,Ehime: Stagefront,,
ST_Commu_MD/Title_Tours_0004_I_50_00,愛媛　ご当地の休日,Ehime: Local Holiday,,
ST_Commu_MD/Title_Tours_0004_I_99_00,愛媛　アイドル大使・報告,Ehime: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_A_01_00,中央エリア　開始,Central Area Start,,
ST_Commu_MD/Title_Tours_0005_A_99_00,中央エリア　終了,Central Area End,,
ST_Commu_MD/Title_Tours_0005_B_01_00,新潟　アイドル大使・任命,Niigata: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_B_10_00,新潟　ステージ前,Niigata: Stagefront,,
ST_Commu_MD/Title_Tours_0005_B_99_00,新潟　アイドル大使・報告,Niigata: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_C_01_00,長野　アイドル大使・任命,Nagano: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_C_10_00,長野　ステージ前,Nagano: Stagefront,,
ST_Commu_MD/Title_Tours_0005_C_99_00,長野　アイドル大使・報告,Nagano: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_D_01_00,静岡　アイドル大使・任命,Shizuoka: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_D_10_00,静岡　ステージ前,Shizuoka: Stagefront,,
ST_Commu_MD/Title_Tours_0005_D_99_00,静岡　アイドル大使・報告,Shizuoka: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_E_01_00,愛知　アイドル大使・任命,Aichi: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_E_10_00,愛知　ステージ前,Aichi: Stagefront,,
ST_Commu_MD/Title_Tours_0005_E_50_00,愛知　ご当地の休日,Aichi: Local Holiday,,
ST_Commu_MD/Title_Tours_0005_E_99_00,愛知　アイドル大使・報告,Aichi: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_F_01_00,岐阜　アイドル大使・任命,Gifu: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_F_10_00,岐阜　ステージ前,Gifu: Stagefront,,
ST_Commu_MD/Title_Tours_0005_F_99_00,岐阜　アイドル大使・報告,Gifu: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_G_01_00,福井　アイドル大使・任命,Fukui: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_G_10_00,福井　ステージ前,Fukui: Stagefront,,
ST_Commu_MD/Title_Tours_0005_G_99_00,福井　アイドル大使・報告,Fukui: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_H_01_00,富山　アイドル大使・任命,Toyama: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_H_10_00,富山　ステージ前,Toyama: Stagefront,,
ST_Commu_MD/Title_Tours_0005_H_99_00,富山　アイドル大使・報告,Toyama: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0005_I_01_00,石川　アイドル大使・任命,Ishikawa: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0005_I_10_00,石川　ステージ前,Ishikawa: Stagefront,,
ST_Commu_MD/Title_Tours_0005_I_50_00,石川　ご当地の休日,Ishikawa: Local Holiday,,
ST_Commu_MD/Title_Tours_0005_I_99_00,石川　アイドル大使・報告,Ishikawa: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_A_01_00,首都エリア　開始,Capital Area Start,,
ST_Commu_MD/Title_Tours_0006_A_99_00,首都エリア　終了,Capital Area End,,
ST_Commu_MD/Title_Tours_0006_B_01_00,群馬　アイドル大使・任命,Gunma: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_B_10_00,群馬　ステージ前,Gunma: Stagefront,,
ST_Commu_MD/Title_Tours_0006_B_99_00,群馬　アイドル大使・報告,Gunma: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_C_01_00,神奈川　アイドル大使・任命,Kanagawa: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_C_10_00,神奈川　ステージ前,Kanagawa: Stagefront,,
ST_Commu_MD/Title_Tours_0006_C_99_00,神奈川　アイドル大使・報告,Kanagawa: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_D_01_00,山梨　アイドル大使・任命,Yamanashi: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_D_10_00,山梨　ステージ前,Yamanashi: Stagefront,,
ST_Commu_MD/Title_Tours_0006_D_99_00,山梨　アイドル大使・報告,Yamanashi: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_E_01_00,東京Ａ　アイドル大使・任命,Tokyo A: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_E_10_00,東京Ａ　ステージ前,Tokyo A: Stagefront,,
ST_Commu_MD/Title_Tours_0006_E_50_00,東京Ａ　ご当地の休日,Tokyo A: Local Holiday,,
ST_Commu_MD/Title_Tours_0006_E_99_00,東京Ａ　アイドル大使・報告,Tokyo A: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_F_01_00,千葉　アイドル大使・任命,Chiba: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_F_10_00,千葉　ステージ前,Chiba: Stagefront,,
ST_Commu_MD/Title_Tours_0006_F_99_00,千葉　アイドル大使・報告,Chiba: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_G_01_00,栃木　アイドル大使・任命,Tochigi: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_G_10_00,栃木　ステージ前,Tochigi: Stagefront,,
ST_Commu_MD/Title_Tours_0006_G_99_00,栃木　アイドル大使・報告,Tochigi: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_H_01_00,埼玉　アイドル大使・任命,Saitama: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_H_10_00,埼玉　ステージ前,Saitama: Stagefront,,
ST_Commu_MD/Title_Tours_0006_H_99_00,埼玉　アイドル大使・報告,Saitama: Idol Ambassador Report,,
ST_Commu_MD/Title_Tours_0006_I_01_00,東京Ｂ　アイドル大使・任命,Tokyo B: Idol Ambassador Appointment,,
ST_Commu_MD/Title_Tours_0006_I_10_00,東京Ｂ　ステージ前,Tokyo B: Stagefront,,
ST_Commu_MD/Title_Tours_0006_I_50_00,東京Ｂ　ご当地の休日,Tokyo B: Local Holiday,,
ST_Commu_MD/Title_Tours_0006_I_99_00,東京Ｂ　アイドル大使・報告,Tokyo B: Idol Ambassador Report,,
ST_Commu_MD/Title_Unity_02_0101_00,映画を見に行こう！,Let's go see a movie!,,
ST_Commu_MD/Title_Unity_02_0102_00,おにぎりを作ろう！,Let's make rice balls!,,
ST_Commu_MD/Title_Unity_02_0103_00,ＣＤを買いに行こう！,Let's go buy a CD!,,
ST_Commu_MD/Title_Unity_02_0104_00,特売セールに行こう！,Let's go to a special sale!,,
ST_Commu_MD/Title_Unity_02_0105_00,オススメの本を探しに行こう！,Let's go find a good book!,,
ST_Commu_MD/Title_Unity_02_0106_00,体を動かそう！,Let's move our bodies!,,
ST_Commu_MD/Title_Unity_02_0107_00,肝試しをしよう！,Let's test our mettle!,,
ST_Commu_MD/Title_Unity_02_0108_00,近くの神社に行こう！,Let's go to a nearby shrine!,,
ST_Commu_MD/Title_Unity_02_0109_00,ボウリングをしよう！,Let's go bowling!,,
ST_Commu_MD/Title_Unity_02_0110_00,食べ歩きに出かけよう！,Let's go out to eat!,,
ST_Commu_MD/Title_Unity_02_0111_00,デイキャンプをしよう！,Let's go day camping!,,
ST_Commu_MD/Title_Unity_02_0112_00,占いグッズを買いに行こう！,Let's go buy fortune telling goods!,,
ST_Commu_MD/Title_Unity_02_0113_00,アイドルの魅力を語ろう！,Let's talk about the charms of idols!,,
ST_Commu_MD/Title_Unity_02_0201_00,ゲームで遊ぼう！,Let's play a game!,,
ST_Commu_MD/Title_Unity_02_0202_00,ＶＲ体験をしよう！,Let's experience VR!,,
ST_Commu_MD/Title_Unity_02_0203_00,遊園地に行こう！,Let's go to an amusement park!,,
ST_Commu_MD/Title_Unity_02_0204_00,アクセサリーを見に行こう！,Let's go see some accessories!,,
ST_Commu_MD/Title_Unity_02_0205_00,メイド喫茶に行こう！,Let's go to a maid cafe!,,
ST_Commu_MD/Title_Unity_02_0301_00,カラオケに行こう！,Let's go to karaoke!,,
ST_Commu_MD/Title_Unity_02_0302_00,室内スポーツをしよう！,Let's play indoor sports!,,
ST_Commu_MD/Title_Unity_02_0303_00,ハンバーガーを食べに行こう！,Let's go eat hamburgers!,,
ST_Commu_MD/Title_Unity_02_0304_00,散策に出かけよう！,Let's go for a walk!,,
ST_Commu_MD/Title_Unity_02_0305_00,ビュッフェに行こう！,Let's go to a buffet!,,
ST_Commu_MD/Title_Unity_02_0401_00,グッズを買いに行こう！,Let's go shopping for merchandise!,,
ST_Commu_MD/Title_Unity_02_0402_00,美術館に行こう！,Let's go to a museum!,,
ST_Commu_MD/Title_Unity_02_0403_00,事務所の周りを探検しよう！,Let's explore around the office!,,
ST_Commu_MD/Title_Unity_02_0404_00,プールで遊ぼう！,Let's play in the pool!,,
ST_Commu_MD/Title_Unity_02_0405_00,図書館に行こう！,Let's go to the library!,,
ST_Commu_MD/Title_Unity_02_0601_00,新しい服を見に行こう！,Let's go look at some new clothes!,,
ST_Commu_MD/Title_crossover_0001_A_00_01,いよいよデビュー！,"Finally, our debut!",,
ST_Commu_MD/Title_crossover_0001_A_00_02,ひねもす５月の、のたりかな,Hinemosu May's Nodoka,,
ST_Commu_MD/Title_crossover_0001_A_00_03,水無月の発見,Discovery of Mizunashi,,
ST_Commu_MD/Title_crossover_0001_A_00_04,夏を盛り上げよう！,Let's get excited about summer!,,
ST_Commu_MD/Title_crossover_0001_A_00_05,真夏の昼下がり,Midsummer Afternoon,,
ST_Commu_MD/Title_crossover_0001_A_00_06,再起……これからが本番！,Recurrence ...... is just the beginning!,,
ST_Commu_MD/Title_crossover_0001_A_00_07,ハロウィンって楽しい,Halloween is fun!,,
ST_Commu_MD/Title_crossover_0001_A_00_08,いよいよ最終選考会,"Finally, the Final Audition!",,
ST_Commu_MD/Title_crossover_0001_A_00_09,わたしたちの願い,Our Wish,,
ST_Commu_MD/Title_crossover_0001_A_00_10,自然な関係,Natural Relationship,,
ST_Commu_MD/Title_crossover_0001_A_00_11,お昼寝タイム,Naptime,,
ST_Commu_MD/Title_crossover_0001_A_00_12,新しい事務所,New office,,
ST_Commu_MD/Title_crossover_0001_A_00_13,お土産の牛乳,Milk as a souvenir,,
ST_Commu_MD/Title_crossover_0001_A_00_14,大人の女性の魅力,The charm of adult women,,
ST_Commu_MD/Title_crossover_0001_A_00_15,ウサミン講座,Usamin Lecture,,
ST_Commu_MD/Title_crossover_0001_A_00_16,１４歳のアイドルたち,The 14-year-old idols,,
ST_Commu_MD/Title_crossover_0001_A_00_17,誰にみてもらいたい？,Who would you like to be seen by?,,
ST_Commu_MD/Title_crossover_0001_A_00_18,メイドレッスン,Maid Lesson,,
ST_Commu_MD/Title_crossover_0001_A_00_19,のんびりタイム,Relaxing Time,,
ST_Commu_MD/Title_crossover_0001_A_00_20,ウワサのあんみつ,Rumor's Anmitsu,,
ST_Commu_MD/Title_crossover_0001_A_00_21,カリスマＪＫ講座,Charismatic JK Lecture,,
ST_Commu_MD/Title_crossover_0001_A_00_22,ウサミン星探索ツアー,Usamin Star Exploration Tour,,
ST_Commu_MD/Title_crossover_0001_A_00_23,みんなでお茶を,Having tea with everyone,,
ST_Commu_MD/Title_crossover_0001_A_00_24,きらり流あいさつの魅力,The charm of Kirari-style greetings,,
ST_Commu_MD/Title_crossover_0001_A_00_25,あずさ捜索隊,Azusa Search Party,,
ST_Commu_MD/Title_crossover_0001_A_00_26,少女漫画のある風景,Scenes from a Shoujo Manga,,
ST_Commu_MD/Title_crossover_0001_A_00_27,ＳＮＳ映えの自撮りとは？,What is a SNS-effective selfie?,,
ST_Commu_MD/Title_crossover_0001_A_00_28,旅行の計画,Planning a Trip,,
ST_Commu_MD/Title_crossover_0001_A_00_29,亜美と真美の新衣装計画,Ami and Mami's New Outfit Plans,,
ST_Commu_MD/Title_crossover_0001_A_00_30,お祭りっていいですね,Festivals are great!,,
ST_Commu_MD/Title_crossover_0001_A_00_31,和服パーティー,Japanese Clothes Party,,
ST_Commu_MD/Title_crossover_0001_A_00_32,四字熟語マスター登場！,The Four Letter Word Master!,,
ST_Commu_MD/Title_crossover_0001_A_00_33,激辛料理とアイドルたち,Idols and Super Spicy Food,reversing the nouns here because it sounds better to me for some reason -F91,
ST_Commu_MD/Title_crossover_0001_A_00_34,双海姉妹と大崎姉妹,The Futami and Osaki Sisters,reducing redundant wording from literal translation. -F91,
ST_Commu_MD/Title_crossover_0001_A_00_35,助けて、律子さん！,"Help me, Ritsuko-san!",,
ST_Commu_MD/Title_crossover_0001_A_00_36,アイドルモノマネチャレンジ,Idol Imitation Challenge,,
ST_Commu_MD/Title_crossover_0001_A_00_37,ゲーム四方山トーク,Game Four-Way Talk,may need to put game at the end depending on context,
ST_Commu_MD/Title_crossover_0001_A_00_38,蘭子の魅力,Ranko's Charm,,
ST_Commu_MD/Title_crossover_0001_A_00_39,高槻家の家庭菜園,Takatsuki family's vegetable garden,,
ST_Commu_MD/Title_crossover_0001_A_00_40,家族とおそろい♪,Family and matching ♪,,
ST_Commu_MD/Title_crossover_0001_A_00_41,３分間,Three minutes,,
ST_Commu_MD/Title_crossover_0001_A_00_42,お土産パーティー,Souvenir Party,,
ST_Commu_MD/Title_crossover_0001_A_00_43,好きな飲み物トーク,Favorite drink talk,,
ST_Commu_MD/Title_crossover_0001_A_00_44,みんなとおそろい♪,Matching with others,,
ST_Commu_MD/Title_crossover_0001_A_00_45,合間にできる趣味,Hobbies to do in between,,
ST_Commu_MD/Title_crossover_0001_A_00_46,ライバル,Rivalry,,
ST_Commu_MD/Title_crossover_0001_A_00_47,盆栽最高！,Bonsai at its best!,,
ST_Commu_MD/Title_crossover_0001_A_00_48,みんなでお掃除？,Cleaning with everyone?,,
ST_Commu_MD/Title_crossover_0001_A_00_49,アイドル流レッスン,Idol-style lessons,,
ST_Commu_MD/Title_idolchr_0101_A_03_00,懐かしいやり取り,Nostalgic exchange,,
ST_Commu_MD/Title_idolchr_0101_A_04_00,全力サポート！,Full support!,,
ST_Commu_MD/Title_idolchr_0101_A_05_00,魅力はどこ？,Where's the charm?,,
ST_Commu_MD/Title_idolchr_0101_A_06_00,春香の手作りクッキー♪,Haruka's homemade cookies♪,,
ST_Commu_MD/Title_idolchr_0101_A_07_00,今も昔も、見守っていて,Watching over us now and then,,
ST_Commu_MD/Title_idolchr_0101_A_08_00,みんなの個性を活かして,Making the most of everyone's individuality,,
ST_Commu_MD/Title_idolchr_0101_A_09_00,成長と足りないところ,Growth and lack of growth,,
ST_Commu_MD/Title_idolchr_0101_A_10_00,わがままの日,A day of selfishness,,
ST_Commu_MD/Title_idolchr_0101_A_11_00,みんなの人気者,Everyone's favorite person,,
ST_Commu_MD/Title_idolchr_0101_A_12_00,頼れるあなた,Dependable You,,
ST_Commu_MD/Title_idolchr_0101_B_20_01,ふれあい　プロデューサーの英語力,Connections: Producer's English Proficiency,,
ST_Commu_MD/Title_idolchr_0101_B_20_02,ふれあい　どのお菓子を作ろう？,Connections: Which Sweets Shall We Make?,,
ST_Commu_MD/Title_idolchr_0101_B_20_03,ふれあい　ミニライブについて,Connections: About Mini Lives,,
ST_Commu_MD/Title_idolchr_0101_B_20_04,ふれあい　カラオケに行く人,Connections: People Who Go Karaoke,,
ST_Commu_MD/Title_idolchr_0101_B_20_05,ふれあい　お裁縫のコツ,Connections: Sewing Tips,,
ST_Commu_MD/Title_idolchr_0101_B_20_06,ふれあい　コンビニでお買い物,Connections: Convenience Store Shopping,,
ST_Commu_MD/Title_idolchr_0101_B_20_07,ふれあい　じゃんけんで勝負,Connections: Rock-paper-scissors Match,,
ST_Commu_MD/Title_idolchr_0101_B_20_08,ふれあい　クイズに挑戦！,Connections: A Quiz Challenge!,,
ST_Commu_MD/Title_idolchr_0101_C_30_01,ふれあい　出かけるなら？,What do you do when you go out?,,
ST_Commu_MD/Title_idolchr_0102_A_05_00,大切なこと,What's important?,,
ST_Commu_MD/Title_idolchr_0102_A_06_00,楽しいことたくさん,Lots of fun!,,
ST_Commu_MD/Title_idolchr_0102_A_07_00,ゴホウビデート☆,Gohobi Date☆!,,
ST_Commu_MD/Title_idolchr_0102_A_08_00,ふたりと子猫,Two and a kitten,,
ST_Commu_MD/Title_idolchr_0102_A_09_00,ルミナスのお母さん……？,Luminous mother ......?,,
ST_Commu_MD/Title_idolchr_0102_A_10_00,素敵な差し入れ,Lovely food delivery,,
ST_Commu_MD/Title_idolchr_0102_A_11_00,最高の自分,The best me,,
ST_Commu_MD/Title_idolchr_0102_A_11_01,サイコーのステージ♪,The best stage,,
ST_Commu_MD/Title_idolchr_0102_A_12_00,変わるもの、変わらないもの,"What changes, what doesn't change",,
ST_Commu_MD/Title_idolchr_0102_B_20_01,ふれあい　美希にゾッコン……？,I'm crazy about Miki......?,,
ST_Commu_MD/Title_idolchr_0102_B_20_02,ふれあい　みんなのすごいところ,The amazing thing about everyone,,
ST_Commu_MD/Title_idolchr_0102_B_20_03,ふれあい　鍛えるなら？,How to train?,,
ST_Commu_MD/Title_idolchr_0102_B_20_04,ふれあい　おにぎりに大事なのは,Connections: What's Important for Onigiri,,
ST_Commu_MD/Title_idolchr_0102_B_20_05,ふれあい　ねぇ、ハニー？,"Connections: Hey, Honey?",,
ST_Commu_MD/Title_idolchr_0102_B_20_06,ふれあい　コンビニでお買い物,Shopping at a convenience store,,
ST_Commu_MD/Title_idolchr_0102_B_20_07,ふれあい　どのゲームで遊ぼう？,Which game should we play?,,
ST_Commu_MD/Title_idolchr_0102_B_20_08,ふれあい　行きたいところ,Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0103_A_01_00,新しい活動への意気込み,Enthusiasm for new activities,,
ST_Commu_MD/Title_idolchr_0103_A_02_00,仲良くなる方法,How to get along,,
ST_Commu_MD/Title_idolchr_0103_A_03_00,仲間の意味,What does it mean to be a friend?,,
ST_Commu_MD/Title_idolchr_0103_A_04_00,自分にできること,What you can do,,
ST_Commu_MD/Title_idolchr_0103_A_05_00,話題作りのために,To create a topic of conversation,,
ST_Commu_MD/Title_idolchr_0103_A_06_00,ショッピング中に見つけたもの,What I found while shopping,,
ST_Commu_MD/Title_idolchr_0103_A_07_00,仲間との交流,Interacting with your peers,,
ST_Commu_MD/Title_idolchr_0103_A_08_00,刺激し合う関係,Relationships that inspire each other,,
ST_Commu_MD/Title_idolchr_0103_A_09_00,みんなでゲーム！,Games together!,,
ST_Commu_MD/Title_idolchr_0103_A_10_00,新しい挑戦,New challenges,,
ST_Commu_MD/Title_idolchr_0103_A_11_00,仲間のためにできること,What I can do for my friends,,
ST_Commu_MD/Title_idolchr_0103_A_12_00,みんなと一緒に,Together with everyone,,
ST_Commu_MD/Title_idolchr_0103_B_20_01,ふれあい　歌への想い,Thoughts on singing,,
ST_Commu_MD/Title_idolchr_0103_B_20_02,ふれあい　次のレッスンは？,What's the next lesson?,,
ST_Commu_MD/Title_idolchr_0103_B_20_03,ふれあい　尊敬している人,Share Who do you admire?,,
ST_Commu_MD/Title_idolchr_0103_B_20_04,ふれあい　オフは大切,The importance of time off,,
ST_Commu_MD/Title_idolchr_0103_B_20_05,ふれあい　アイドルに必要なこと,What is necessary for an idol,,
ST_Commu_MD/Title_idolchr_0103_B_20_06,ふれあい　おすすめのメニューは？,Connections: What Is Recommended from the Menu?,,
ST_Commu_MD/Title_idolchr_0103_B_20_07,ふれあい　どのゲームで遊ぼう？,Which game shall we play?,,
ST_Commu_MD/Title_idolchr_0103_B_20_08,ふれあい　誰のモノマネ？,Who do you imitate?,,
ST_Commu_MD/Title_idolchr_0103_C_30_01,ふれあい　出かけるなら？,What do you do when you go out?,,
ST_Commu_MD/Title_idolchr_0104_A_01_00,ご褒美♪,Reward,,
ST_Commu_MD/Title_idolchr_0104_A_02_00,ピカピカお掃除,Cleaning up,,
ST_Commu_MD/Title_idolchr_0104_A_03_00,今日の夕ご飯,Today's dinner,,
ST_Commu_MD/Title_idolchr_0104_A_04_00,すごいところは？,What's the best part?,,
ST_Commu_MD/Title_idolchr_0104_A_05_00,『もやし栽培キット』,The bean sprout growing kit.,,
ST_Commu_MD/Title_idolchr_0104_A_06_00,『せんぱい』を目指して,"I'm trying to become a ""senpai"".",,
ST_Commu_MD/Title_idolchr_0104_A_07_00,突然の訪問,A surprise visit,,
ST_Commu_MD/Title_idolchr_0104_A_08_00,みんなに差し入れ,Bringing in food for everyone,,
ST_Commu_MD/Title_idolchr_0104_A_09_00,もっと『せんぱい』になるために,"To be more ""senpai",,
ST_Commu_MD/Title_idolchr_0104_A_10_00,私にしか出来ないこと,What only I can do,,
ST_Commu_MD/Title_idolchr_0104_A_11_00,みんなでもやし祭り♪,A bean sprout festival with everyone,,
ST_Commu_MD/Title_idolchr_0104_A_12_00,私なりの『せんぱい』,"My own style of ""senpai",,
ST_Commu_MD/Title_idolchr_0104_B_20_01,ふれあい　年下の気になるあの子,Affection: The younger girl I'm interested in,,
ST_Commu_MD/Title_idolchr_0104_B_20_02,ふれあい　挑戦したいお仕事,The job I want to try,,
ST_Commu_MD/Title_idolchr_0104_B_20_03,ふれあい　夕飯のお買いもの,Shopping for dinner,,
ST_Commu_MD/Title_idolchr_0104_B_20_04,ふれあい　家族へのお土産,Souvenirs for the family,,
ST_Commu_MD/Title_idolchr_0104_B_20_05,ふれあい　事務所のお掃除,Cleaning the office,,
ST_Commu_MD/Title_idolchr_0104_B_20_06,ふれあい　おすすめのメニューは？,Connections: What Is Recommended from the Menu?,,
ST_Commu_MD/Title_idolchr_0104_B_20_07,ふれあい　じゃんけんで勝負,Connections: Rock-paper-scissors Match,,
ST_Commu_MD/Title_idolchr_0104_B_20_08,ふれあい　誰のモノマネ？,Whom do you imitate?,,
ST_Commu_MD/Title_idolchr_0104_C_30_01,ふれあい　出かけるなら？,Where do you go out?,,
ST_Commu_MD/Title_idolchr_0105_A_01_00,１年間の距離,Distance in a year,,
ST_Commu_MD/Title_idolchr_0105_A_02_00,コラム『天使の小部屋』,"Column ""Angel's Small Room""",,
ST_Commu_MD/Title_idolchr_0105_A_03_00,ダメダメな私,I'm No Good,,
ST_Commu_MD/Title_idolchr_0105_A_04_00,マイスコップ、大捜索,"My Shovel, the Great Search",not sure if scoop/shovel since this is yukiho's commu,
ST_Commu_MD/Title_idolchr_0105_A_05_00,ワンワン・パニック！,Wan Wan Panic!,assuming this has to do with yukiho being scared of dogs,
ST_Commu_MD/Title_idolchr_0105_A_06_00,やっぱりダメダメな私……,I'm Still No Good. ......,,
ST_Commu_MD/Title_idolchr_0105_A_07_00,一人前になるため,To become a full-fledged person,,
ST_Commu_MD/Title_idolchr_0105_A_08_00,みんながいるから,Because Everyone is Here,"might be able to add ""for me"" at the end depending on the COMMU context",
ST_Commu_MD/Title_idolchr_0105_A_09_00,ふたりの王子様,The Two Princes,,
ST_Commu_MD/Title_idolchr_0105_A_10_00,コラムの危機,Column Crisis,,
ST_Commu_MD/Title_idolchr_0105_A_11_00,ひとりじゃないから,Because I'm not alone,,
ST_Commu_MD/Title_idolchr_0105_A_12_00,届けたかった思い,I Wanted to Deliver My Thoughts,,
ST_Commu_MD/Title_idolchr_0105_B_20_01,ふれあい　気になるあの子は……,Fureai The girl I'm interested in......,,
ST_Commu_MD/Title_idolchr_0105_B_20_02,ふれあい　苦手を克服したい！,Fureai I want to overcome my weakness!,,
ST_Commu_MD/Title_idolchr_0105_B_20_03,ふれあい　トークを披露するなら,Fureai If you want to perform a talk,,
ST_Commu_MD/Title_idolchr_0105_B_20_04,ふれあい　海外で暮らしたら？,Fureai What if I live abroad?,,
ST_Commu_MD/Title_idolchr_0105_B_20_05,ふれあい　今飲みたいもの,Fureai What do you want to drink now?,,
ST_Commu_MD/Title_idolchr_0105_B_20_06,ふれあい　お好みの飲み物は？,Fureai What's your favorite drink?,,
ST_Commu_MD/Title_idolchr_0105_B_20_07,ふれあい　どのゲームで遊ぼう？,Fureai Which game would you like to play?,,
ST_Commu_MD/Title_idolchr_0105_B_20_08,ふれあい　誰のモノマネ？,Fuzzy Whom would you imitate?,,
ST_Commu_MD/Title_idolchr_0105_C_30_01,ふれあい　出かけるなら？,Share What do you like to do when you go out?,,
ST_Commu_MD/Title_idolchr_0105_Z_01_00,思い出の一冊,Book of Memories,,
ST_Commu_MD/Title_idolchr_0106_A_01_00,かわいい？かっこいい？,Cute? Cool?,,
ST_Commu_MD/Title_idolchr_0106_A_02_00,アイドルとしての華,Flower as an idol,,
