key,source,target,Translation Notes,Outstanding issues
ST_Out_MD/CommuClosingText_001,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_002,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_003,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_004,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_005,"期限までに必ずファンを獲得し、ステージを成功させること
ルミナスプロジェクト　プロデューサー","Be sure to get enough fans by the deadline and make the performance a success!
Luminous Project Producer",,
ST_Out_MD/CommuClosingText_006,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_007,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_008,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuClosingText_009,"期限までに必ずファンを獲得し、ステージを成功させること
７６５プロダクション代表取締役　高木順二朗","Be sure to get enough fans by the deadline and make the performance a success!
765 Production CEO Junjirou Takagi",,
ST_Out_MD/CommuCoverText_001,プロジェクトルミナスの４月の目標に関して,April Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_002,プロジェクトルミナスの５月の目標に関して,May Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_003,プロジェクトルミナスの６月の目標に関して,June Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_004,プロジェクトルミナスの７月の目標に関して,July Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_005,プロジェクトルミナスの８月の目標に関して,August Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_006,プロジェクトルミナスの９月の目標に関して,September Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_007,プロジェクトルミナスの１０月の目標に関して,October Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_008,プロジェクトルミナスの１１月の目標に関して,November Goals for Project Luminous,,
ST_Out_MD/CommuCoverText_009,プロジェクトルミナスの１２月の目標に関して,December Goals for Project Luminous,,
ST_Out_MD/CostumeName_001,自由選択,,"casual clothes are another slot, so i have no idea what this one is referring to.
also appears to be unused, so might be fine excluding any translation here.",
ST_Out_MD/CostumeName_002,カラフルセッション,Colorful Session,,
ST_Out_MD/CostumeName_003,スカーレットナイツ,Scarlet Knights,,
ST_Out_MD/CostumeName_004,ダイヤモンドスパークル,Diamond Sparkle,,
ST_Out_MD/CostumeName_005,レッスンウェア,Lesson Wear,,
ST_Out_MD/CostumeName_006,ナツイロミズギ,Summer Colored Swimsuit,,
ST_Out_MD/CostumeName_007,カガヤキミズギ,Shining Swimsuit,,
ST_Out_MD/CostumeName_008,ホシゾラミズギ,Night Sky Swimsuit,,
ST_Out_MD/CostumeName_009,ドリームオブウィンター,Dream of Winter,,
ST_Out_MD/CostumeName_010,ホープウィズユー,Hope With You,,
ST_Out_MD/CostumeName_011,ロックン・アンジュ,Rockin' Ange,not sure on the 2nd word,
ST_Out_MD/CostumeName_012,原初の乙女,Primordial Maiden,,
ST_Out_MD/CostumeName_013,ナイトスピカ,Night Spica,,
ST_Out_MD/CostumeName_014,ホットマリンスタイル,Hot Marine Style,,
ST_Out_MD/CostumeName_015,ビクトリー★ドリーム,Victory★Dream,,
ST_Out_MD/CostumeName_016,ディアマイウィッチ,Dynamite Witch,,
ST_Out_MD/CostumeName_017,オリエンタルブロッサム,Oriental Blossom,,
ST_Out_MD/CostumeName_018,フレグラントオータム,Fragrant Autumn,,
ST_Out_MD/CostumeName_019,スプリングラヴァーズ,Spring Lovers,,
ST_Out_MD/CostumeName_020,アンリミテッドサマー,Unlimited Summer,,
ST_Out_MD/CostumeName_021,レイニードロップレット,Rainy Droplet,,
ST_Out_MD/CostumeName_022,コーラルドレス,Coral Dress,,
ST_Out_MD/CostumeName_023,マシュマロドリーミー,Marshmellow Dreamy,,
ST_Out_MD/CostumeName_024,青薔薇の騎士,Knight of the Blue Rose,,
ST_Out_MD/CostumeName_025,白銀のバラッド,Ballad of Silver,,
ST_Out_MD/CostumeName_026,レトロガールドリーム,Retro Girl Dream,,
ST_Out_MD/CostumeName_027,ショコラミントパーティー,Chocolat Mint Party,Chocolat in this case is french and not a typo -F91,
ST_Out_MD/CostumeName_028,キャプテンバタフライ,Captain Butterfly,,
ST_Out_MD/CostumeName_029,エメラルドフェアリー,Emerald Fairy,,
ST_Out_MD/CostumeName_030,アーリーサマーワンピ,Airy Summer One-piece,,
ST_Out_MD/CostumeName_031,ドレッシースターダスト,Dressy Stardust,,
ST_Out_MD/CostumeName_032,マツリダンス,Matsuri Dance,,
ST_Out_MD/CostumeName_033,クラウンTシャツスタイル,Crown T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_034,スイーツTシャツスタイル,Sweets T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_035,ゴーストTシャツスタイル,Ghost T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_036,オンセンTシャツスタイル,Hotsprings T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_037,ルミナスTシャツスタイル,Luminous T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_038,ストリームセーラー,Stream Sailor,,
ST_Out_MD/CostumeName_039,スウィートドールズ,Sweet Dolls,,
ST_Out_MD/CostumeName_040,ワンダーハートクイーン,Wonder Heart Queen,,
ST_Out_MD/CostumeName_041,ダンスオンザギャラクシー,Dance on the Galaxy,,
ST_Out_MD/CostumeName_042,ACE COMBAT 7 オリジナル,Ace Combat 7 Original,,
ST_Out_MD/CostumeName_043,リトルデビルミズギ,Little Devil Swimsuit,,
ST_Out_MD/CostumeName_044,スターリー・フューチャーズ,Starry Futures,,
ST_Out_MD/CostumeName_045,スターピースメモリーズ,Star Piece Memories,,
ST_Out_MD/CostumeName_046,メモリアルレッスンウェア,Memorial Lesson Wear,,
ST_Out_MD/CostumeName_047,TOARISE シオンオリジナル,ToARISE Shionne Original,,
ST_Out_MD/CostumeName_048,シークレットガーデン,Secret Garden,,
ST_Out_MD/CostumeName_049,ネオンナイト,Neon Night,,
ST_Out_MD/CostumeName_050,MOTアソビスタイル,MOT Asobi Style,,
ST_Out_MD/CostumeName_051,暁のゆかた,Dawn Yukata,,
ST_Out_MD/CostumeName_052,トワイライトラベンダー,Twilight Lavender,,
ST_Out_MD/CostumeName_053,ミッドナイトギャラリー,Midnight Gallery,,
ST_Out_MD/CostumeName_054,ノーブルハート,Noble Heart,,
ST_Out_MD/CostumeName_055,ピュアホワイトミズギ,Pure White Swimsuit,,
ST_Out_MD/CostumeName_056,マーチングUK,Marching UK,,
ST_Out_MD/CostumeName_057,私服,Regular Attire,plain clothes sounds too plain -F91,
ST_Out_MD/CostumeName_058,レッドTシャツスタイル,Red T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_059,イエローＴシャツスタイル,Yellow T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_060,サイン入りTシャツスタイル,Autographed T-Shirt,"ommiting ""style"" for overflow prevention and because it sounds awkward -F91",
ST_Out_MD/CostumeName_061,THE IDOLM@STER,THE IDOLM@STER,,
ST_Out_MD/CostumeName_062,ミリオンライブ！,Million Live!,,
ST_Out_MD/CostumeName_063,シンデレラガールズ,Cinderella Girls,,
ST_Out_MD/CostumeName_064,シャイニーカラーズ,Shiny Colors,,
ST_Out_MD/CostumeText_001,オミット,Omit,,
ST_Out_MD/CostumeText_002,"響け、みんなの歌声！　色とりどりの声が集まって
きらめく、最高のセッションをここから始めよう！","Sing out, everyone! The best session starts here
where colorful voices sparkle!",,
ST_Out_MD/CostumeText_003,"情熱は隠したりなんかしない。私の胸に咲く炎の花は
誰より美しい。強くしなやかな女性のための衣装。","I will not hide my passion. The flaming flowers in my heart are more 
beautiful than anyone else's. A costume for strong and supple women.",,
ST_Out_MD/CostumeText_004,"私はずっと輝き続ける。歌い続ける。踊り続ける。
ダイヤモンドに誓うわ。だって永遠なんでしょう？","I'll keep shining. I'll keep singing. I'll keep dancing.
I swear on these diamonds because aren't diamonds forever?",,
ST_Out_MD/CostumeText_005,"輝ける舞台の裏には見えない努力が詰まっている。
少女達の努力を支え続けるウェア。","There are hidden efforts that go on behind the shining stage.
These wears contiunue to support the efforts of these girls.",,
ST_Out_MD/CostumeText_006,"夏に咲く鮮やかな花々を思わせるキュートな水着。
思い出はいつだって夏色ロマン。","A cute swimsuit that reminds you of the bright flowers that bloom 
during summer. These memories were full of summer-colored romance.",,
ST_Out_MD/CostumeText_007,"まるで太陽のように砂浜で一番輝く鮮やかな水着。
思い出はいつまでも鮮やかに！","The brightest swimsuit on the beach that shines like the sun.
These memories were always vivid!",,
ST_Out_MD/CostumeText_008,"空の青よりも深く、海の青よりも鮮やかな色の水着。
思い出は星のように瞬いて胸の中で輝く。","A blue swimsuit deeper than the skies and brighter than the seas.
These memories twinkled like stars and shine in my heart.",,
ST_Out_MD/CostumeText_009,"ありがとう。このきらめきは一瞬なんかじゃない。
夢のステージにふさわしい冬の王女の装い。","Thank you. These moments are not a mere sparkle.
An outfit for a winter princess on the stage of their dreams.",,
ST_Out_MD/CostumeText_010,"離れてもすれ違っても朝と夜がいつか出会うように。
いつか夢見た、君と歌うためのステージ衣装。","Even when they are passing each other or separated, may the morning and 
night meet again. A stage costume for the day I dream of singing with you.",,
ST_Out_MD/CostumeText_011,"誰にだって叫びたい時はあるでしょ？
だから声をあげて、翼を広げて、ロックに叫ぶんだ！","Don't you have those moments where you want to scream?
Now you can raise your voice, spread your Tsubasa, and rock out!",,
ST_Out_MD/CostumeText_012,"神話に登場する清らかな乙女をイメージした衣装。
光の中で歌う姿は祈りを捧げているよう。","A costume inspired by a pure maiden in mythology.
Singing in the light gives off the impression of praying.",,
ST_Out_MD/CostumeText_013,"真っ暗闇の夜空に輝く星をスポットライトにして、
朝がくるまで踊り明かそう。二人だけの秘密だよ。","Let's dance until morning with the stars shining in the pitch 
black night as our spotlight. A secret between the two of us.",,
ST_Out_MD/CostumeText_014,"青い空、白い雲、輝く太陽、そして広い海！
夏をホットに盛り上げるナンバーワンマリン衣装！","Blue skies, white clouds, the shining sun, and the vast sea!
The #1 marine outfit that makes summer hot!",,
ST_Out_MD/CostumeText_015,"頑張る君を応援するアイドルチアリーダー！
ちょっぴり弱気な心も元気になっちゃうよ。","For your idol cheerleaders that root for you as you do your best!
A slightly bearish heart will make things better.",,
ST_Out_MD/CostumeText_016,"星の綺麗な夜にだけ現れる美しい魔女をイメージした
ドレス。秘密の魔法で君を惑わせる。","A dress inspired by a beautiful witch that only appears on a 
beautiful starry night. The hidden magic will confuse you.",,
ST_Out_MD/CostumeText_017,"花びらが舞い散る中、華麗に舞いましょう。
春の訪れを告げる、異国情緒溢れたロングドレス。","Let's dance brilliantly to the scattered petals.
An exotic dress that heralds the arrival of spring.",,
ST_Out_MD/CostumeText_018,"秋の訪れと恋に落ちるのはいつだって突然。
紅葉に負けない情熱の赤で彩ったステージ衣装。","The arrival of the autumn always makes you suddenly fall in love.
This outfit is colored with red as passionate as the autmn leaves.",,
ST_Out_MD/CostumeText_019,"飛んで跳ねて歌って君と手をつないで笑うんだ。
想いを春の花びらにのせた華やかなステージ衣装。","Flying, jumping, and holding hands with you while laughing.
A stage costume with the gorgeous petals of spring memories.",,
ST_Out_MD/CostumeText_020,"命を感じる緑の息吹は夏の中でこそ光り輝く。君と
僕の夏は終わらない。限界を超えるステージ衣装。","The breath green life that shines during the summertime. May
our summer never end. A stage costume that exceeds limitations.",,
ST_Out_MD/CostumeText_021,"雨の日だって楽しんじゃおう。まるで歌っているよう
に弾ける雨の雫をイメージしたステージ衣装。","Let's have fun on rainy days. A stage costume with images of
raindrops that burst with singing.",,
ST_Out_MD/CostumeText_022,"ステージは広大に広がる海原。その海を華やかに彩る
サンゴの色で染め上げたようなドレス。","The stage is a vast ocean. The ocean is brilliantly colored.
A dress that appears to be dyed in a coral color. ",,
ST_Out_MD/CostumeText_023,"夢のようにふわふわひらひらきらきらカラフル。
夢を忘れない乙女のために作られた衣装。","A colorful, glittering, fluttering, and fluffy dream.
A costume made for a maiden who never forgets her dreams.",,
ST_Out_MD/CostumeText_024,"あの日立てた誓いを胸に仲間と共に立ち上がる。
情熱を秘めた蒼の騎士達の装い。","I stand beside my companions with the vows in my heart I made 
that day. The attire of passionate blue knights.",,
ST_Out_MD/CostumeText_025,"このバラッドを届けよう、どこまでも、いつまでも、
あなたに聞こえるその時まで。","Let's deliver this ballad, wherever, and whenever, until
you can finally hear it.",,
ST_Out_MD/CostumeText_026,"ちょっぴりレトロが一番モダン。
過ぎゆく時代に花を添えるコスチューム。","A little bit of retro is the most moden.
A costume that embellishes flowers to the passing times.",,
ST_Out_MD/CostumeText_027,"爽やかなショコラミントをデザインしたワンピース。
パーティーのデザートはチョコミントアイスに決定☆","A one-piece with a refreshing mint chocolate design.
It's decided that mint chocolate ice cream will be the desert of the party☆",,
ST_Out_MD/CostumeText_028,"目指すはお宝、海の果て。大航海に飛び出した
キャプテンバタフライって、私のこと！","Search for treasure at the ends of the sea. The Captain
Butterfly that embarks on a great voyage tis I!",,
ST_Out_MD/CostumeText_029,"森の奥に秘密の湖がある。翡翠を溶かしたような湖の
水面を舞う妖精たちをイメージした衣装。","There is a secret lake deep in the forest. This outfit is inspired by the 
appearance of melting jade from the fairies that dance on its surface.",,
ST_Out_MD/CostumeText_030,"初夏の日差しの中で待ち合わせ。
このワンピース、あの人は気に入ってくれるかな？","A meeting in the midst of sunshine during early summer.
I wonder if that person will like this one piece...",,
ST_Out_MD/CostumeText_031,"星屑を散りばめてデコレーションしたドレス。
特別な夜にふさわしく貴方をドレスアップ！","A dress that is studded and decorate with stardust.
Dressing up for you on this special night!",,
ST_Out_MD/CostumeText_032,"朝顔が描かれた踊りやすい浴衣衣装。
夏のお祭りはマツリダンスにおまかせ。","An outfit made to easily dance and draw in the morning glory.
Recommended for festival dances during the Summer Festival.",,
ST_Out_MD/CostumeText_033,"速乾性に優れたトレーニング用Tシャツ。
女性向けのデザインを選ぶ心配りを感じる。","A training T-shirt that dries quickly. Choosing a
design for women worries me.",,
ST_Out_MD/CostumeText_034,"有名な製菓店のロゴをあしらった人気のデザイン。
もちろん事務所にお菓子の差し入れも届いたとか。","A popular design with the logo of a famous confectionery store. 
As course, snacks were also delivered to the office as well.",,
ST_Out_MD/CostumeText_035,"知り合いのデザイナーに楽しくレッスンできるような
デザインで発注された楽しげなゴーストのTシャツ。","A fun ghost T-shirt with a design you can enjoy 
lessons with made by a designer you know.",,
ST_Out_MD/CostumeText_036,"温泉巡りでインスパイアされ、作られたTシャツ。
とても通気性がよいため、レッスン着に適している。","A T-shirt inspired from visiting hot springs.
Very breathable and suitable for lessons.",,
ST_Out_MD/CostumeText_037,"頑張るアイドル達のために用意されたＴシャツ。
ルミナスのロゴが華やかにデザインされている。","T-shirts prepared for your hardworking idols.
The Luminous logo is gorgeously designed.",,
ST_Out_MD/CostumeText_038,"ずっと目指していた舞台の上、光さす場所。
ここから始まる、憧れのドリームストーリー！","A place to shine on the stage I've always aimed for.
The dream story I've longed for starts here!",,
ST_Out_MD/CostumeText_039,"無機質なボディに血が通うハートの鼓動響かせる。
ドールだって誰にも負けない立派なアイドル！","The heart beats with blood flowing in its inorganic body.
Even a doll can become a great idol that's second to none!",,
ST_Out_MD/CostumeText_040,"ようこそワンダーランドへ☆　ハートクイーンの
ショータイムはどんな時も愛と驚きで満ちている！","Welcome to Wonderland☆ The Heart Queen's 
showtime is always full of love and surprises!",,
ST_Out_MD/CostumeText_041,"ステップを止めないで、音楽はどこまでも響くから！
銀河の果てまで輝きを放つクールなダンス衣装。","Don't stop the steps because the music will resonate everywhere!
A cool dance outfit that will shine to the ends of the galaxy.",,
ST_Out_MD/CostumeText_042,"ADF-11F Ravenの機体をまとったバトルスーツ。
アイドルのバトルはいつだってライブステージの上！","A battle suit wearing the body of an ADF-11F.
Idol battles always take place on the live stage!",,
ST_Out_MD/CostumeText_043,"出会ったのは、月のない真っ暗闇の夜の隙間。
アナタとふたり、秘密の時間を過ごしましょう。","We met amongst the moonless pitch-black night.
This secret moment will be for just you and me.",,
ST_Out_MD/CostumeText_044,"輝く星々が集い、未来へと歌声を届ける。
海を越えて、時を越えて、あの空の彼方まで！","Shining stars gather to deliver their songs to the future.
Going beyond the seas, beyond the skies, and beyond the time!",,
ST_Out_MD/CostumeText_045,"星のモチーフが様々なところについた衣装。
夜空に光る星のような輝きをアナタに！","A costume with a star motif in various places.
It gives you a starry glow in the night sky!",,
ST_Out_MD/CostumeText_046,"夢に向かって、みんな夢中でレッスンをしたね。
たくさんの思い出がつまったレッスンウェア。","Everyone was crazy about lessons for fulfilling their 
dreams. This lesson wear is full of memories.",,
ST_Out_MD/CostumeText_047,"白い衣を身にまとった少女の決意は、荊の奥深くに。
さあ、舞台の上で気高く舞い踊れ！","The determination of the girl in white clothes lies deep in her
thorns. Now, dance nobly on the stage!",,
ST_Out_MD/CostumeText_048,"花咲き誇る緑の園で、蝶と舞い鳥と歌った。
思い出はすべて、あの庭園に仕舞ってあるの。","She sang with the butterflies and dancing birds in a green
garden full of flowers. All my memories were from that garden.",,
ST_Out_MD/CostumeText_049,"夜空にネオン、唇にはビビッドカラー。
最高潮のテンションで、この夜を盛り上げて！","Neon in the night sky, with vivid colors on the lips.
Liven up the night with climatic tension!",,
ST_Out_MD/CostumeText_050,"世界中に笑顔を届けるサーカスがはじまるよ！
一緒に歌って笑って、飛び跳ねちゃおう♪","Let the circus that brings smiles to the world begin!
Let's sing, jump, and laugh together ♪",,
ST_Out_MD/CostumeText_051,"夜明けを颯爽と駆け抜けるくノ一のように、
朝も夜も味方につける心強い浴衣衣装。","To be like a Kunoichi that dashes gallantly through the dawn, you'll 
need a reassuring yukata that can be comfortably worn day or night.",,
ST_Out_MD/CostumeText_052,"トワイライトの曖昧な境界線に漂う夢を形にすれば、
きっとそれはラベンダー色をしているの。","If you shape dreams that float on the ambiguous boundaries of
twilight, I'm sure it will be colored with lavender.",,
ST_Out_MD/CostumeText_053,"真夜中に抜け出して夜の街を駆け抜ける。
貴方にだけ、誰も知らない風景を見せてあげる。","Go outside in the middle of the night and run through the city.
I'll show you a landscape that nobody knows.",,
ST_Out_MD/CostumeText_054,"どんな舞台でも、凛と背筋を伸ばす。
そんな少女の高貴な心を象徴するドレス。","One must be willing to stretch both their spine and dignity on stage.
This dress symbolizes the noble hearts of the girls that could.",,
ST_Out_MD/CostumeText_055,"ピュアなハートにふさわしい可憐な水着。
何色にも染まらない、君の色を知りたいから。","A pretty swimsuit suitable for those with pure hearts. This is not 
dyed any color because I would like to know what color suits you.",,
ST_Out_MD/CostumeText_056,"さあ、マーチングバンドのメロディにあわせて駆け
出そう！　パレードは君が来るのを待っている！","Now, let's run along to the melody of the marching band!
The parade is waiting for your arrival!",,
ST_Out_MD/CostumeText_057,"アイドルたちの、普段の姿。
舞台で見せる姿とは違った輝きに溢れている。","Your idols' usual appearance.
Full of brilliance different from what you typically see on stage.",,
ST_Out_MD/CostumeText_058,"気軽に着れるレッスンウェア。赤いTシャツで
気合い十分！どんなダンスも踊れちゃうかも？","Easy to wear clothes for lessons. A red T-shirt is enough!
Can't you dance to anything in this?",,
ST_Out_MD/CostumeText_059,"運動に適したレッスンウェア。黄色いTシャツは、
ちょっぴり気持ちをハッピーにしてくれる♪","Lesson wear suitable for exercising. This yellow T-shirt
also makes you feel a bit happier ♪",,
ST_Out_MD/CostumeText_060,"みんなの気持ちが込められたサイン入りTシャツ。
素敵な思い出は、いつだってあなたのそばに。","An autographed T-shirt with everyone's feelings.
Wonderful memories that will always be by your side.",,
ST_Out_MD/CostumeText_061,"運動に適したレッスンウェア。
『THE IDOLM@STER』バージョン！","Lesson wear suitable for exercising. 
The IDOLM@STER version!",,
ST_Out_MD/CostumeText_062,"運動に適したレッスンウェア。
『ミリオンライブ！』バージョン！","Lesson wear suitable for exercising. 
The Cinderella Girls version!",,
ST_Out_MD/CostumeText_063,"運動に適したレッスンウェア。
『シンデレラガールズ』バージョン！","Lesson wear suitable for exercising. 
The Million Live! version!",,
ST_Out_MD/CostumeText_064,"運動に適したレッスンウェア。
『シャイニーカラーズ』バージョン！","Lesson wear suitable for exercising. 
The Shiny Colors version!",,
ST_Out_MD/DATA_LOAD_ERROR,破損しているシステムセーブを削除し、再度作成します,,,
ST_Out_MD/DEFAULT_NAME,アイマス,Imas,,
ST_Out_MD/DEFAULT_UNIT_NAME_000,ルミナス,Luminous,,
ST_Out_MD/DELAY_INFO1,リハーサル（遅延設定）を終了しますか？,End the rehersal (lag configuration)?,,
ST_Out_MD/DIAMANT_OPEN_00,『<pop_G>{0}</>』が活動に参加できるようになりました！,You now can conduct activities with<pop_G> {0}</>!,,
ST_Out_MD/DIAMANT_OPEN_01,"玲音・詩花・亜夜の、親愛度や絆Lvを確認できる
項目『<pop_G>DIAMANT</>』が開放されました！","The<pop_G> DIAMANT </>screen that will allow you to check on
your bonds with Leon, Shika, and Aya has been
unlocked!",,
ST_Out_MD/DIAMANT_OPEN_02,"玲音・詩花・亜夜の３名が、
『<pop_G>既存の施設</>』を利用できるようになりました！","Leon, Shika, and Aya are now able to visit
and use<pop_G> unlocked facilities</>!",,
ST_Out_MD/DIAMANT_OPEN_03,"新たな施設『<pop_G>ディアマントチャレンジ</>』が
開放されました！","A new facility for the<pop_G> Diamant Challenge</> 
has been unlocked!",,
ST_Out_MD/DIAMANT_OPEN_04,"トライアルゲートのステージを、ユニット
『<pop_G>DIAMANT</>』が利用できるようになりました！","Trial Gate stages for<pop_G> Diamant </>are
now available!",,
ST_Out_MD/DIAMANT_OPEN_05,"『<pop_G>玲音</>・<pop_G>詩花</>・<pop_G>亜夜</>』が利用可能になりました！
※それぞれがプロデュース開放で利用できます","<pop_G>Leon</>,<pop_G> Shika</>, and<pop_G> Aya </>are now available!
※Each of them can be used during open production time.",,
ST_Out_MD/DIAMANT_OPEN_05_1,"ユニゾンアカデミーにて
『<pop_G>玲音</>』がユニゾンアピールを
習得できるようになりました！","<pop_G>Leon </>can now learn Unison Appeals
from the Unison Academy!",,
ST_Out_MD/DIAMANT_OPEN_05_2,"ユニゾンアカデミーにて
『<pop_G>詩花</>』がユニゾンアピールを
習得できるようになりました！","<pop_G>Shika </>can now learn Unison Appeals
from the Unison Academy!",,
ST_Out_MD/DIAMANT_OPEN_05_3,"ユニゾンアカデミーにて
『<pop_G>亜夜</>』がユニゾンアピールを
習得できるようになりました！","<pop_G>Aya </>can now learn Unison Appeals
from the Unison Academy!",,
ST_Out_MD/DIAMANT_STAGE_POU_UP_CAP_LUMINUS,"玲音・詩花・亜夜の３名が
『<pop_G>ルミナス用のクライマックスアピール</>』を
使用可能になりました！","Leon, Shika, and Aya can now use 
<pop_G>Luminous Climax Appeals</>!",,
ST_Out_MD/DIAMANT_STAGE_POU_UP_COS_LUMINUS,"玲音・詩花・亜夜の３名が
『<pop_G>ルミナス用の衣装</>』を使用可能になりました！","Leon, Shika, and Aya can now use 
<pop_G>Luminous outfits</>!",,
ST_Out_MD/DIAMANT_STAGE_POU_UP_S4U_RIVAL,"玲音・詩花・亜夜の３名が、
『<pop_G>STAGE FOR YOU!</>』で使用可能になりました！","Leon, Shika, and Aya can now be used in 
<pop_G>STAGE FOR YOU!</> ",,
ST_Out_MD/DIAMANT_STAGE_POU_UP_SNG_LUMINUS,"玲音・詩花・亜夜の３名が
『<pop_G>ルミナス用の楽曲</>』を使用可能になりました！
※『GR@TITUDE』は除く","Leon, Shika, and Aya can now participate
in<pop_G> Luminous songs</>!
※Excluding GR@TITUDE",,
ST_Out_MD/DIAMANT_STAGE_POU_UP_SNG_LUMINUS2,"玲音・詩花・亜夜の３名が
『<pop_G>楽曲：GR@TITUDE</>』を
使用できるようになりました！","Leon, Shika, and Aya can now participate
and sing<pop_G> GR@TITUDE</>!",,
ST_Out_MD/DLC_BGM_NAME_001,アーケード版「THE IDOLM@STER」BGM,"Arcade Version ""THE IDOLM@STER"" BGM",,
ST_Out_MD/DLC_GIMMICK_INFO_001,"アイドル２９人全員の舞台演出(モニター、ワイプ、ライトカラー)や
フォトフレームのセットです。
STAGE FOR YOU!（S4U!）で使えます。
※同内容を含む商品がございます、多重購入には、ご注意ください。","Stage directions for all 29 idols (monitors, wipes, light colors) and photo frames.
Can be used in STAGE FOR YOU!
(S4U!). There are some products that contain the same content, please be careful
not to purchase multiple items.","These DLC info strings will probably cause overflow due to the warning about duplicate products at the end of them.
We should try find a way to try shorten this warning if possible. - Kuba
These DLC strings are only available on the PS4 because the PC version doesnt have the Starlit Shop yet.
Lets worry about this stuff later -F91.",
ST_Out_MD/DLC_GIMMICK_INFO_002,"『THE IDOLM@STER』１３人の舞台演出(モニター、ワイプ、ライトカラー)や
フォトフレームのセットです。
STAGE FOR YOU!（S4U!）で使えます。
※同内容を含む商品がございます、多重購入には、ご注意ください。","A set of 13 stage directions (monitors, wipes, light colors) and photo frames
for ""THE IDOLM@STER"".
Can be used in STAGE FOR YOU!
(S4U!). There are some products that contain the same content, please be careful not to purchase multiple items.",,
ST_Out_MD/DLC_GIMMICK_INFO_003,"『シンデレラガールズ』５人の舞台演出(モニター、ワイプ、ライトカラー)や
フォトフレームのセットです。
STAGE FOR YOU!（S4U!）で使えます。
※同内容を含む商品がございます、多重購入には、ご注意ください。","A set of five Cinderella Girls stage directions (monitor, wipes, light colors)
and a photo frame.
Can be used in STAGE FOR YOU!
(S4U!). There are some products that contain the same content, please be careful not to purchase multiple items.",,
ST_Out_MD/DLC_GIMMICK_INFO_004,"『ミリオンライブ！』５人の舞台演出(モニター、ワイプ、ライトカラー)や
フォトフレームのセットです。
STAGE FOR YOU!（S4U!）で使えます。
※同内容を含む商品がございます、多重購入には、ご注意ください。","A set of five Million Live stage directions (monitor, wipes, light colors)
and a photo frame.
Can be used in STAGE FOR YOU!
(S4U!). There are some products that contain the same content, please be careful not to purchase multiple items.",,
ST_Out_MD/DLC_GIMMICK_INFO_005,"『シャイニーカラーズ』５人の舞台演出(モニター、ワイプ、ライトカラー)や
フォトフレームのセットです。
STAGE FOR YOU!（S4U!）で使えます。
※同内容を含む商品がございます、多重購入には、ご注意ください。","A set of five stage direction (monitors, wipes, light colors) and photo frames
for Shiny Colors.
Can be used in STAGE FOR YOU!
(S4U!). There are some products that contain the same content, please be careful not to purchase multiple items.",,
